 ;Produto;Código;Unidade;NCM;"&nbsp;";Categoria;Família;Fabricante;Part Number;CEST;Código de Barras;Classe Tributacao
2052698;CORALIT SR BR AZUL MAR 3,6L CORAL;000994;GL;32081010;;ESMALTE;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052249;CORALIT SR BR BRANCO 0,9L CORAL;000545;QT;32081010;;ESMALTE;;;;;7891019168804;NÃO TRIBUTADO (CSOSN 400)
2073987;CORALIT SR BR BRANCO 3 L;002690;GL;32081010;;ACRILICA;TINTA ESMALTE ;Coral;;2400100;7891019920655;
2052250;CORALIT SR BR BRANCO 3,6L CORAL;000546;GL;32081010;;ESMALTE;;;;;7891019168781;NÃO TRIBUTADO (CSOSN 400)
2052581;CORALIT SR BR CINZA ESCURO 3,6L CORAL;000877;GL;32081010;;ESMALTE;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052394;CORALIT SR BR CINZA MEDIO 3,6L CORALIT;000690;GL;32081010;;ESMALTE;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052582;CORALIT SR BR MARROM CONHAQ 3,6L CORAL;000878;GL;32081010;;ESMALTE;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052591;CORALIT SR BR PLATINA 3,6L CORAL;000887;GL;32081010;;ESMALTE;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052599;CORALIT SR BR PRETO 0,900ML CORAL;000895;QT;32081010;;ESMALTE;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052598;CORALIT SR BR PRETO 3,6L CORAL;000894;GL;32081010;;ESMALTE;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052699;CORALIT SR BR VERDE LIMAO 3,6L CORAL;000995;GL;32081010;;ESMALTE;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052251;CORALIT SR BR VERMELHO 0,9L;000547;QT;32081010;;ESMALTE;;;;;7891019168835;NÃO TRIBUTADO (CSOSN 400)
2052252;CORALIT SR BR VERMELHO 3,6L CORAL;000548;GL;32081010;;ESMALTE;;;;;7891019168798;NÃO TRIBUTADO (CSOSN 400)
2052253;CORALIT TOTAL ACET BRANCO 0,9L;000549;QT;32091010;;ESMALTE;;;;;7891019165162;NÃO TRIBUTADO (CSOSN 400)
2052254;CORALIT TOTAL ACET BRANCO 3,6L;000550;GL;32091010;;ESMALTE;;;;;7891019165155;NÃO TRIBUTADO (CSOSN 400)
2052255;CORALIT TOTAL BR BRANCO 0,9L 02.03.915;000551;QT;32091010;;ESMALTE;;;;;7891019164967;NÃO TRIBUTADO (CSOSN 400)
2052256;CORALIT TOTAL BR BRANCO 3,6L;000552;GL;32091010;;ESMALTE;;;;;7891019164950;NÃO TRIBUTADO (CSOSN 400)
2052241;CORALIT UTRA RESIST AC CREME 3,2 L -  CORAL;000537;GL;32089010;;ESMALTE;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2054525;CORTEX ECON. BRANCO 16 LT;002463;BD;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898907911573;NÃO TRIBUTADO (CSOSN 400)
2053073;CORTEX ECON. BRANCO 18 LT;001369;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898907913638;NÃO TRIBUTADO (CSOSN 400)
2081001;CORTEX ECON. BRANCO 3,6L;002707;GL;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;2400100;7908896303430;NÃO TRIBUTADO (CSOSN 400)
2053554;CORTEX ECON. CAMURCA 18 LT;001850;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898907913720;NÃO TRIBUTADO (CSOSN 400)
2053552;CORTEX ECON. CAQUI 18 LT;001848;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898576315504;NÃO TRIBUTADO (CSOSN 400)
2053385;CORTEX ECON. COR INOX 18 LT;001681;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898576317034;NÃO TRIBUTADO (CSOSN 400)
2053386;CORTEX ECON. COR PALHA18 LT;001682;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898907913737;NÃO TRIBUTADO (CSOSN 400)
2053553;CORTEX ECON. VERDE LIMAO 18 LT;001849;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898576315528;NÃO TRIBUTADO (CSOSN 400)
2114640;DECOR QUARTZO MICA;002772;UN;32141020;;EFEITO;Efeitos Decorativos;;;;9900000001308;NÃO TRIBUTADO (CSOSN 400)
2052257;DECORA DIAMANTE BRANCO 18L;000553;LA;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019906888;NÃO TRIBUTADO (CSOSN 400)
2052258;DECORA DIAMANTE BRANCO 3,6L;000554;GL;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019906925;NÃO TRIBUTADO (CSOSN 400)
2052370;DECORA MATE BRANCO 18 L - CORAL;000666;LA;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019907045;NÃO TRIBUTADO (CSOSN 400)
2052259;DECORA MATE BRANCO 3,6L;000555;GL;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019907069;NÃO TRIBUTADO (CSOSN 400)
2052260;DECORA SEDA BRANCO 18L CORAL;000556;LA;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019177189;NÃO TRIBUTADO (CSOSN 400)
2052230;DECORA SEDA BRANCO 3,6L CORAL;000526;GL;32091010;;ACRILICA;TINTA ACRILICA;Coral;;;7891019177158;NÃO TRIBUTADO (CSOSN 400)
2052616;DISCO DE CORTE 180X1,6X22,22 BNA12 AZUL;000912;UN;68042211;;GERAL;;;;;7891345535707;NÃO TRIBUTADO (CSOSN 400)
2052864;DISCO DE DESB 115X6,4X22,23 BDA600 CLAS;001160;UN;68042211;;GERAL;;;;;7891345205563;NÃO TRIBUTADO (CSOSN 400)
2109499;DISCO DE LIXA GIRAFA  80 MASSA  A257  225X0X8 CX C/10;002750;UN;68052000;;LIXA;LIXAS;Norton;;;7891345508640;NÃO TRIBUTADO (CSOSN 400)
2109496;DISCO DE LIXA GIRAFA 120 MASSA  A257  225X0X8 CX C/10;002749;UN;68052000;;LIXA;LIXAS;Norton;;;7891345508749;NÃO TRIBUTADO (CSOSN 400)
2109493;DISCO DE LIXA GIRAFA 150 MASSA  A257 225X0X8 CX C/10;002748;UN;68052000;;LIXA;LIXAS;Norton;;;7891345508756;NÃO TRIBUTADO (CSOSN 400)
2109491;DISCO DE LIXA GIRAFA 180  MASSA  A257 225X0X8 CX C/10;002747;UN;68052000;;LIXA;LIXAS;THOMPSON;;;7891345508763;NÃO TRIBUTADO (CSOSN 400)
2109489;DISCO DE LIXA GIRAFA 220 MASSA  A257  225X0X8 CX C/10;002746;UN;68052000;;LIXA;LIXAS;Norton;;;7891345508770;NÃO TRIBUTADO (CSOSN 400)
2052571;DISCO DE LIXA 4.1/2 X GRAO 120 DIS-FLEX;000867;UN;68052000;;LIXA;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052570;DISCO DE LIXA 4.1/2 X GRAO 60 DIS-FLEX;000866;UN;68052000;;LIXA;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053673;DISCO LIXA C/ VELCRO 125MM GRAO C/6 FUROS P 800;001969;UN;68052000;;LIXA;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2069739;DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P100;002663;UN;68052000;;LIXA;;;;;9900000000974;NÃO TRIBUTADO (CSOSN 400)
2069740;DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P180;002664;UN;68052000;;LIXA;;;;;9900000000981;NÃO TRIBUTADO (CSOSN 400)
2053672;DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P36;001968;UN;68052000;;LIXA;;;;;9900000000943;NÃO TRIBUTADO (CSOSN 400)
2069737;DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P40;002661;UN;68052000;;LIXA;;;;;9900000000950;NÃO TRIBUTADO (CSOSN 400)
2069738;DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P60;002662;UN;68052000;;LIXA;;;;;9900000000967;NÃO TRIBUTADO (CSOSN 400)
2053674;DISCO LIXA C/ VELCRO 125MM GRAO S/ FUROS P 1000;001970;UN;68052000;;LIXA;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053675;DISCO LIXA C/ VELCRO 125MM GRAO S/ FUROS P 1200;001971;UN;68052000;;LIXA;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053676;DISCO LIXA C/ VELCRO 125MM GRAO S/ FUROS P 1500;001972;UN;68052000;;LIXA;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053531;DISCO LIXA C/ VELCRO 125MM GRAO 100 / 150;001827;UN;68052000;;LIXA;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053536;DISCO LIXA C/ VELCRO 125MM GRAO 120  / 150;001832;UN;68052000;;LIXA;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053528;DISCO LIXA C/ VELCRO 125MM GRAO 150 / 150;001824;UN;68052000;;LIXA;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053534;DISCO LIXA C/ VELCRO 125MM GRAO 180  / 150;001830;UN;68052000;;LIXA;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053532;DISCO LIXA C/ VELCRO 125MM GRAO 220  / 150;001828;UN;68052000;;LIXA;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053529;DISCO LIXA C/ VELCRO 125MM GRAO 320 / 150;001825;UN;68052000;;LIXA;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053533;DISCO LIXA C/ VELCRO 125MM GRAO 400  / 150;001829;UN;68052000;;LIXA;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053530;DISCO LIXA C/ VELCRO 125MM GRAO 600 / 150;001826;UN;68052000;;LIXA;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053535;DISCO LIXA C/ VELCRO 125MM GRAO 80  / 150;001831;UN;68052000;;LIXA;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2109485;"DISCO LIXA DIAMANTADO PARA POLIMENTO 4"" - GRAO 3000 THOMPSON";002745;UN;68042119;;LIXA;LIXAS;THOMPSON;;0800300;7898968528840;NÃO TRIBUTADO (CSOSN 400)
2052990;DISCO LIXA MASSA C/VEL 8 FUR 220X225MM A-257 NORT ( NOVO );001286;UN;68052000;;LIXA;;;;;SEM GTIN;TRIBUTADO (CSOSN 102)
2109484;"DISCO LIXA VELCRO 5"" - GRAO 024 - 8 FUROS -  THOMPSON";002744;UN;68053020;;LIXA;LIXAS;THOMPSON;;;17898968528861;NÃO TRIBUTADO (CSOSN 400)
2109483;"DISCO LIXA VELCRO 5"" - GRAO 036 - 8 FUROS -  THOMPSON";002743;UN;68053020;;LIXA;LIXAS;THOMPSON;;;17898968528878;NÃO TRIBUTADO (CSOSN 400)
2109482;"DISCO LIXA VELCRO 5"" - GRAO 040 - 8 FUROS -  THOMPSON";002742;UN;68053020;;LIXA;LIXAS;Thompson;;;17898968528885;NÃO TRIBUTADO (CSOSN 400)
2109481;"DISCO LIXA VELCRO 5"" - GRAO 060 - 8 FUROS -  THOMPSON";002741;UN;68053020;;LIXA;LIXAS;THOMPSON;;;17898968528892;NÃO TRIBUTADO (CSOSN 400)
2109480;"DISCO LIXA VELCRO 5"" - GRAO 080 - 8 FUROS -  THOMPSON";002740;UN;68053020;;LIXA;LIXAS;THOMPSON;;;17898968528908;NÃO TRIBUTADO (CSOSN 400)
2109479;"DISCO LIXA VELCRO 5"" - GRAO 100 - 8 FUROS -  THOMPSON";002739;UN;68053020;;LIXA;LIXAS;THOMPSON;;;17898968528915;
2109477;"DISCO LIXA VELCRO 5"" - GRAO 120 - 8 FUROS -  THOMPSON";002738;UN;68053020;;LIXA;LIXAS;THOMPSON;;;17898968528922;NÃO TRIBUTADO (CSOSN 400)
2109476;"DISCO LIXA VELCRO 5"" - GRAO 150 - 8 FUROS -  THOMPSON";002737;UN;68053020;;LIXA;LIXAS;THOMPSON;;;17898968528939;NÃO TRIBUTADO (CSOSN 400)
2109475;"DISCO LIXA VELCRO 5"" - GRAO 180 - 8 FUROS -  THOMPSON";002736;UN;68053020;;LIXA;LIXAS;THOMPSON;;;17898968528946;NÃO TRIBUTADO (CSOSN 400)
2109473;"DISCO LIXA VELCRO 7"" - GRAO 180 - 8 FUROS -  THOMPSON";002735;UN;68053020;;GERAL;LIXAS;THOMPSON;;;17898011970173;NÃO TRIBUTADO (CSOSN 400)
2058716;ECOLOGICO B.AGUA ACETINADO BRANCO;002519;GL;32091020;;ESMALTE;;;;2400100;9900000000196;
2084923;ECOLOGICO B.AGUA BRANCO FOSCO;002713;GL;32091020;;ESMALTE;;;;2400100;9900000001285;NÃO TRIBUTADO (CSOSN 400)
2058715;ECOLOGICO B.AGUA BRILHO BRANCO;002518;GL;32091020;;ESMALTE;;;;2400100;9900000000189;
2072876;ECOLOGICO B.AGUA BRILHO BRANCO;002678;QT;32091020;;ESMALTE;;;;2400100;9900000001049;
2072877;ECOLOGICO B.AGUA BRILHO PRETO;002679;QT;32091020;;ESMALTE;;;;2400100;9900000001056;
2052196;ESCADA ALUMINIO 5 DEGRAUS - REAL;000492;UN;76061190;;GERAL;Utilidades;;;;7898956073031;NÃO TRIBUTADO (CSOSN 400)
2052242;ESM B/AGUA AC TOTAL BRANCO 3,6L CORALIT;000538;GL;32089010;;ESMALTE;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2078154;ESMALTE BRILHANTE SECA RAPIDO (BASE AGUA) / BRANCO;002695;GL;32091010;;ESMALTE;;;;2400100;9900000001179;
2078153;ESMALTE COR E PROTECAO FOSCO (B.AGUA) GL / BRANCO;002694;GL;32091010;;ESMALTE;;;;2400100;9900000001162;
2052004;ESPATULA ACO 6255/12 ATLAS;000300;UN;82055900;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052005;ESPATULA ACO 6255/16 ATLAS;000301;UN;82055900;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052006;ESPATULA ACO 6255/20 ATLAS;000302;UN;82055900;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051990;EXTENSOR 2M CHAPAMETALICA 1600 ATLAS;000286;UN;73269090;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2051991;EXTENSOR 3M CHAPAMETALICA 1700 ATLAS;000287;UN;73269090;;GERAL;;;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2052198;FERROX 1LT;000494;UN;38101010;;REMOVEDOR;;;;;7898060990026;NÃO TRIBUTADO (CSOSN 400)
2052197;FERROX 500 ML;000493;UN;38101010;;REMOVEDOR;;;;;7898060990019;NÃO TRIBUTADO (CSOSN 400)
2054678;FITA CREPE ADELBRAS/MASK 24X50M REF. 710;002486;UN;48114110;;FITA;;ADELBRAS;;;9900000000042;
2054677;FITA CREPE ADELBRAS/MASK 48X50M REF. 710;002485;UN;48114110;;FITA;;ADELBRAS;;;7896603802522;
2058671;FITA DUPLA FACE ADELBRAS ACRIL. 12X20M FIXA PRO;002495;UN;35069190;;FITA;;;;;7896603807015;NÃO TRIBUTADO (CSOSN 400)
2132711;FITA ISOLANTE 19X 5 NORTON ROLO 19.99.236;002798;UN;39191020;;FITA;Utilidades;Norton;;1000900;9900000001407;TRIBUTADO (CSOSN 102)
2132712;FITA ISOLANTE 19X20 NORTON ROLO COM  60 19.99.238;002799;UN;39191020;;FITA;Utilidades;Norton;;1000900;7895316729362;TRIBUTADO (CSOSN 102)
2052760;FITA ISOLANTE 3M SCOTCH 33+ 10M;001056;UN;39191020;;FITA;;;;;7891040004393;TRIBUTADO (CSOSN 102)
2052759;FITA ISOLANTE 3M SCOTCH 33+ 5M;001055;UN;39191020;;FITA;;;;;7891040004386;TRIBUTADO (CSOSN 102)
2053274;FITA MULTIUSO / ALUMINIO 10CMX10M - VIAPOL ( MT );001570;MT;68071000;;FITA;;;;;SEM GTIN;TRIBUTADO (CSOSN 102)
2053279;FITA MULTIUSO / ALUMINIO 45CMX10M - VIAPOL;001575;UN;68071000;;FITA;;;;;7899519915140;TRIBUTADO (CSOSN 102)
2053280;FITA MULTIUSO / ALUMINIO 45CMX10M - VIAPOL ( MT );001576;MT;68071000;;FITA;;;;;SEM GTIN;TRIBUTADO (CSOSN 102)
2109472;FITA VEDA ROSCA PRO 18MMX10M CX120 19.99.483;002734;UN;39209990;;GERAL;Utilidades;Norton;;1000900;7891345239438;
2052800;FITA VEDA ROSCA 18MMX25M;001096;UN;39209990;;FITA;;;;;7897613336953;NÃO TRIBUTADO (CSOSN 400)
2052332;FITA VEDA ROSCA 18MMX25M PLASTUBOS;000628;UN;39191090;;FITA;;;;;7891960853439;TRIBUTADO (CSOSN 102)
2052474;FUNDO PREP B. AGUA MADEIRA E METAL 3,6L CORAL;000770;GL;32091010;;COMPLEMENTO;;;;;SEM GTIN;TRIBUTADO (CSOSN 102)
2113487;FUTURA  ABSOLUTO PRM AZUL OCEANO 3,6L;002756;GL;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;2400100;7898576315030;NÃO TRIBUTADO (CSOSN 400)
2053622;FUTURA  ABSTO PRM SILENCIO DE INVERNO 3,6;001918;GL;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898428716336;NÃO TRIBUTADO (CSOSN 400)
2053086;FUTURA  ARENATO TEXTURA BRANCA GL 3,6;001382;GL;32091010;;EFEITO;Efeitos Decorativos;FUTURA;;;7898576317560;NÃO TRIBUTADO (CSOSN 400)
2113490;FUTURA  TINTA PISO VERDE 18LT;002757;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;2400100;7898907912747;NÃO TRIBUTADO (CSOSN 400)
2053381;FUTURA ABSOLUTO PRM  ALGODAO EGIPCIO 3,6;001677;GL;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898576314897;NÃO TRIBUTADO (CSOSN 400)
2053378;FUTURA ABSOLUTO PRM  CROMIO 3,6;001674;GL;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898576318918;NÃO TRIBUTADO (CSOSN 400)
2053377;FUTURA ABSOLUTO PRM  ELEFANTE 3,6;001673;GL;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7897523502288;NÃO TRIBUTADO (CSOSN 400)
2053380;FUTURA ABSOLUTO PRM  GELO 3,6;001676;GL;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898576314880;NÃO TRIBUTADO (CSOSN 400)
2053379;FUTURA ABSOLUTO PRM  PAPEL PICADO 3,6;001675;GL;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898907913485;NÃO TRIBUTADO (CSOSN 400)
2113491;FUTURA ABSOLUTO PRM AMARELO ALEGRIA 3,6L;002758;GL;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;2400100;7898576315078;NÃO TRIBUTADO (CSOSN 400)
2053654;FUTURA ABSOLUTO PRM AZUL MEIA NOITE 3,6;001950;GL;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898576315122;NÃO TRIBUTADO (CSOSN 400)
2053373;FUTURA ABSOLUTO PRM AZUL OCEANO  18 LTS;001669;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898576315351;NÃO TRIBUTADO (CSOSN 400)
2052909;FUTURA ABSOLUTO PRM BRANCO 18 LT;001205;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898576315160;NÃO TRIBUTADO (CSOSN 400)
2052914;FUTURA ABSOLUTO PRM BRANCO 3,6;001210;GL;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898576314873;NÃO TRIBUTADO (CSOSN 400)
2053201;FUTURA ABSOLUTO PRM BRANCO 900 ML;001497;QT;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7897523500956;NÃO TRIBUTADO (CSOSN 400)
2058778;FUTURA ABSOLUTO PRM CONCRETO 18 LT;002575;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;2400100;7898576315269;
2058763;FUTURA ABSOLUTO PRM PRETO 3,6 LT;002560;GL;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;2400100;7897523500222;
2053619;FUTURA ABSOLUTO PRM TANGERINA 18 LT;001915;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2053194;FUTURA ABSOLUTO PRM TOMATE SECO 18 LT;001490;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898576315320;NÃO TRIBUTADO (CSOSN 400)
2053686;FUTURA ABSOLUTO PRM VERDE ANGRA 18 LT;001982;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;SEM GTIN;NÃO TRIBUTADO (CSOSN 400)
2072874;FUTURA ABSOLUTO PRM VERDE ANGRA 3,6L ;002676;GL;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;2400100;7897523501205;TRIBUTADO (CSOSN 102)
2053688;FUTURA ABSOLUTO PRM VERDE SELVA 3,6;001984;GL;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898576315139;NÃO TRIBUTADO (CSOSN 400)
2054524;FUTURA ACAO DO TEMP EMBORRACHADA ELEFANT 18 LT;002462;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898428715971;NÃO TRIBUTADO (CSOSN 400)
2053075;FUTURA ACAO TEMPO EMBORRACHADA BRANCA 18 LT;001371;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898576314378;NÃO TRIBUTADO (CSOSN 400)
2053070;FUTURA ACAO TEMPO EMBORRACHADA BRANCA 3,6;001366;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898576314385;NÃO TRIBUTADO (CSOSN 400)
2053247;FUTURA ALUMIAR SEMIBRILHO BRANCO 18 LT;001543;LA;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898428712123;NÃO TRIBUTADO (CSOSN 400)
2053240;FUTURA ALUMIAR SEMIBRILHO PRM BRANCO 3,6;001536;GL;32091010;;ACRILICA;TINTA ACRILICA;FUTURA;;;7898428712147;NÃO TRIBUTADO (CSOSN 400)
2053382;FUTURA CIMENTO QUEIMADO COR CINZA CLARO;001678;UN;32091010;;EFEITO;Efeitos Decorativos;FUTURA;;;7897523504701;NÃO TRIBUTADO (CSOSN 400)
2053384;FUTURA CIMENTO QUEIMADO COR CINZA ESCURO;001680;UN;32091010;;EFEITO;Efeitos Decorativos;FUTURA;;;7897523504725;NÃO TRIBUTADO (CSOSN 400)
2053383;FUTURA CIMENTO QUEIMADO COR CINZA MEDIO;001679;UN;32091010;;EFEITO;Efeitos Decorativos;FUTURA;;;7897523504718;NÃO TRIBUTADO (CSOSN 400)
2053129;FUTURA ECOLOG B.AGUA ACETINADO BRANCO GL 3,6 LT;001425;GL;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898428715285;NÃO TRIBUTADO (CSOSN 400)
2053128;FUTURA ECOLOG B.AGUA BRILHO AZUL DEL REY 3,6 LT;001424;GL;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898428714318;NÃO TRIBUTADO (CSOSN 400)
2059426;FUTURA ECOLOGICO ACET EPOXI BRANCO 0,900 ML;002644;QT;32091020;;EPOXI;TINTA ESMALTE ;FUTURA;;2400100;7908896303133;TRIBUTADO (CSOSN 102)
2059425;FUTURA ECOLOGICO ACET EPOXI BRANCO 3,6 lt;002643;GL;32091020;;EPOXI;TINTA ESMALTE ;FUTURA;;2400100;7908896303126;TRIBUTADO (CSOSN 102)
2053204;FUTURA ECOLOGICO B.AGUA ACETINADO BRANCO 900 ML;001500;QT;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898428715292;NÃO TRIBUTADO (CSOSN 400)
2053198;FUTURA ECOLOGICO B.AGUA ACETINADO PRETO 3,6 LT;001494;GL;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898576313111;NÃO TRIBUTADO (CSOSN 400)
2053205;FUTURA ECOLOGICO B.AGUA ACETINADO PRETO 900 ML;001501;QT;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898907913478;NÃO TRIBUTADO (CSOSN 400)
2053244;FUTURA ECOLOGICO B.AGUA BRANCO FOSCO 3,6 LT;001540;GL;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898428716350;NÃO TRIBUTADO (CSOSN 400)
2053206;FUTURA ECOLOGICO B.AGUA BRANCO FOSCO 900 ML;001502;QT;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7897523505128;NÃO TRIBUTADO (CSOSN 400)
2053125;FUTURA ECOLOGICO B.AGUA BRILHO BRANCO 3,6 LT;001421;GL;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898428714264;NÃO TRIBUTADO (CSOSN 400)
2053202;FUTURA ECOLOGICO B.AGUA BRILHO BRANCO 900 ML;001498;QT;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898428714349;NÃO TRIBUTADO (CSOSN 400)
2053249;FUTURA ECOLOGICO B.AGUA BRILHO GELO 3,6 LT;001545;GL;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898428714271;NÃO TRIBUTADO (CSOSN 400)
2053245;FUTURA ECOLOGICO B.AGUA BRILHO GELO 900 ML;001541;QT;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898428714356;NÃO TRIBUTADO (CSOSN 400)
2053126;FUTURA ECOLOGICO B.AGUA BRILHO PLATINA GL 3,6 LT;001422;GL;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898428714288;NÃO TRIBUTADO (CSOSN 400)
2053246;FUTURA ECOLOGICO B.AGUA BRILHO PLATINA 900 ML;001542;QT;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898428714363;NÃO TRIBUTADO (CSOSN 400)
2053127;FUTURA ECOLOGICO B.AGUA BRILHO PRETO 3,6 LT;001423;GL;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898576310462;NÃO TRIBUTADO (CSOSN 400)
2053203;FUTURA ECOLOGICO B.AGUA BRILHO PRETO 900 ML;001499;QT;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898576317508;NÃO TRIBUTADO (CSOSN 400)
2053551;FUTURA ECOLOGICO B.AGUA BRILHO VERDE FOLHA 3,6 LT;001847;GL;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898428714325;NÃO TRIBUTADO (CSOSN 400)
2053656;FUTURA ECOLOGICO B.AGUA BRTE AMARELO 900 ML;001952;QT;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898428714387;NÃO TRIBUTADO (CSOSN 400)
2053657;FUTURA ECOLOGICO B.AGUA BRTE AZUL DEL REY 900 ML;001953;QT;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898428714394;NÃO TRIBUTADO (CSOSN 400)
2053658;FUTURA ECOLOGICO B.AGUA BRTE VERDE FOLHA 900 ML;001954;QT;32091020;;ESMALTE;TINTA ESMALTE ;FUTURA;;;7898428714400;NÃO TRIBUTADO (CSOSN 400)
