   ;Produto;Código;Cód Barras;Situação;Preço de Venda; 
;BIANCO ADESIVO ARGAMASSA LIQUIDO 3.6KG;000817;SEM GTIN;Inativo;1,0000; por UN
;BIANCO BARONE 3,6L;000665;SEM GTIN;Inativo;1,0000; por UN
;BOBINA KRAFT 30CM;000973;SEM GTIN;Inativo;1,0000; por UN
;BOBINA KRAFT 45CM;000692;1000202000678;Inativo;1,0000; por UN
;BOBINA KRAFT 60CM;001555;SEM GTIN;Inativo;1,0000; por UN
;BOMVINK ESMERILHADEIRA ANGULAR BOM-9545;002753;7908782209051;Ativo;170,0000; por UN
;BRASILUX TINTA PARA PISCINA;002078;SEM GTIN;Inativo;1,0000; por UN
;BRAZILIA CATALISADOR SINTETICO;000036;7899044725740;Inativo;1,0000; por UN
;BRAZILIA DILUENTE P/ EPOXI;000035;7899044759004;Inativo;1,0000; por UN
;BRAZILIA ENDURECEDOR / CATALIZADOR P/ EPOXI;000034;7899044754504;Inativo;1,0000; por UN
;BRAZILIA EPOXI PRIMER CINZA;000033;7899044757888;Inativo;1,0000; por UN
;BRAZILIA EPOXIMO AZUL DEL REY;000032;7899044755358;Inativo;1,0000; por UN
;BROCA VIDEA IRWIN 6 MM;000926;SEM GTIN;Inativo;1,0000; por UN
;C - LARANJA;002343;SEM GTIN;Ativo;1,0000; por UN
;CACAMBA DE PINTURA 12LTS - THOMPSON;000650;7898011979018;Ativo;28,9000; por UN
;CACAMBA DE PINTURA 15LTS - THOMPSON ( NOVO );001294;7898011979025;Ativo;29,9900; por UN
;CADEADO PADO 20MM;001057;7891065000141;Inativo;1,0000; por UN
;CADEADO PADO 25MM;001058;7891065000158;Inativo;1,0000; por UN
;CADEADO PADO 40MM;001126;7891065011635;Inativo;1,0000; por UN
;CAL DE PINTURA 8KG;000891;SEM GTIN;Inativo;1,0000; por UN
;CANAL BANDEJA PARA PINTURA 1,3L;000065;7898131335152;Inativo;1,0000; por UN
;CANAL BANDEJA PARA PINTURA 3,6L;000020;7898131335145;Inativo;1,0000; por UN
;CANAL MASSEIRA PVC PRETA 20L REF.;000072;7898131330539;Inativo;1,0000; por UN
;CANTO DO AZULAO - B 6X1 - CORAL IMPERME;000764;SEM GTIN;Inativo;1,0000; por UN
;CARRO PLATAFORMA TUB 300KG 1,00X57CM CP300T ACM TOOLS;000225;SEM GTIN;Inativo;1,0000; por UN
;CASA DE FERRO / TINTAS SUPER CASA GL 3,6;000109;SEM GTIN;Inativo;1,0000; por GL
;CASCOLA COLA CONTATO TEKBOND 200G;001190;7898543383574;Inativo;1,0000; por UN
;CASCOLA EXTRA S/TOLUOL 30GR 13.04.005;000483;7891200007868;Inativo;1,0000; por UN
;CASCOLA PU40 CONSTR BCO 380GX12 380G 13.04.266;000484;7891200016594;Inativo;1,0000; por UN
;CASCOLA TRAD. S/ TOLUOL 2,8 KG - HENKEL;001561;7891200009848;Inativo;1,0000; por UN
;CASCOLA TRAD. S/ TOLUOL 730G - HENKEL;001563;7891200009831;Inativo;1,0000; por QT
;CASCOLA TRADICIONAL S/TOLUOL 195G 13.04.084;000485;7891200009817;Inativo;1,0000; por UN
;CASCOLA TRADICIONAL S/TOLUOL 400G 13.04.085;000486;7891200009824;Inativo;1,0000; por UN
;CASCOREZ EXTRA   500G 13.04.030;002797;7891200007431;Ativo;29,9900; por UN
;CASCOREZ EXTRA 1KG;000487;7891200007448;Inativo;1,0000; por UN
;CASCOREZ EXTRA 500G;000488;9900000001438;Inativo;1,0000; por UN
;CASCOREZ UNIVERSAL 1KG;000112;7891200007493;Inativo;1,0000; por UN
;CASTOR LIXADEIRA PLAST.08X21CM C/ CABO;000909;7898003893216;Inativo;1,0000; por UN
;CASTOR MISTURADOR ACO 40CM X 8CM 17.21.031;000910;7898003895807;Inativo;1,0000; por UN
;CATALISADOR AMIDA P/ FUNDO WANDEPOXI;000654;7891019173198;Inativo;1,0000; por QT
;CATALISADOR CLEAR HS BR  COMP B 1/4 COD. 2339001;000698;SEM GTIN;Inativo;1,0000; por QT
;CATALISADOR P/ VERNIZ EPOXI WANDA 0,9L;000691;7891019173167;Inativo;1,0000; por UN
;CATALISADOR PARA MASSA PLASTICA;000974;SEM GTIN;Inativo;1,0000; por UN
;CATALISADOR RVA  COMP B 1/4;000597;SEM GTIN;Inativo;1,0000; por QT
;CATALISADOR RVD  COMP B 1/4;000702;SEM GTIN;Inativo;1,0000; por QT
;CATALISADOR SELADOR CVS 301 COMP B;000639;SEM GTIN;Inativo;1,0000; por QT
;CATALISADOR 3026 ERD 322 COMP B 1/4;000594;7899125303058;Inativo;1,0000; por QT
;CATALIZADOR VERNIZ ANTIPICHACAO PARTE B 1/4 - WEG;000673;SEM GTIN;Inativo;1,0000; por QT
;CC11 - EXTRATO TINTORIAL - V3 VERMELHO VIVO - 950ML;001277;SEM GTIN;Inativo;1,0000; por QT
;CENTR BIKI P/ 3 DISJ NEMA/4DIN BR/FUME;001115;7897223000183;Inativo;1,0000; por UN
;CENTR BIKI P/ 6 DISJ NEMA/8DIN BR/FUME;001116;7897223000190;Inativo;1,0000; por UN
;CENTR BIKI P/12 DISJ NEMA/16DIN BR/FUME;001117;7897223000206;Inativo;1,0000; por UN
;CERA CARNAUBA INCOLOR 0,9 L - MOCOCA;000508;7899228205044;Inativo;1,0000; por QT
;CERA CARNAUBA SUPER BRILHO V8  500ML SANOL;002751;7896183315993;Ativo;30,0000; por UN
;CHAPA EUCATEX 2,44X1,22X2,5MM;000111;SEM GTIN;Inativo;1,0000; por UN
;CHAPIX BLANCO QUARTZOLIT 1L FRASCO;000681;7894174213723;Inativo;1,0000; por UN
;CHAPIX BLANCO QUARTZOLIT 18L BALDE 31316.02.33.042;000741;7894174213167;Inativo;1,0000; por BD
;CHAPIX BLANCO QUARTZOLIT 3,6L GALAO;000680;7894174213396;Inativo;1,0000; por UN
;CHAVE ALLEN ABAU XL 1.5 A 10 COM 9 PECAS;001158;SEM GTIN;Inativo;1,0000; por UN
;CHAVE ALLEN 1.5 A 10 COM 10 PECAS;001131;7898011972996;Inativo;1,0000; por UN
;CHAVE PHILLIPS 1/4X16;001664;SEM GTIN;Inativo;1,0000; por UN
;CHAVE PHILLIPS 1/4X8;001663;SEM GTIN;Inativo;1,0000; por UN
;CHAVE TORX XLONGA C FURO 9 PECAS;001159;SEM GTIN;Inativo;1,0000; por UN
;CIACOLLO PEDRAS NATURAIS 25 KG BALDE;001916;SEM GTIN;Inativo;1,0000; por UN
;CIMENTO COMUM CZ INDEFLEX 1KG;001106;7898578720405;Inativo;1,0000; por UN
;CIMENTO QUEIMADO DIA AVEL POEIRA DE JADE 3,2 KG - DECOR COLORS;001016;SEM GTIN;Inativo;1,0000; por GL
;CIMENTO QUEIMADO DIA AVEL SAFIRA INTENSA 3,2 KG - DECOR COLORS;001017;SEM GTIN;Inativo;1,0000; por GL
;CINTA LIXA 782X50 GRAO 100 IDEAL ABRAS;000883;SEM GTIN;Inativo;1,0000; por UN
;CINTA LIXA 782X50 GRAO 36 IDEAL ABRAS;000882;SEM GTIN;Inativo;1,0000; por UN
;CINTO ERGONOMICO DE SEGURANCA TAM M CLLIGHT DLR;000226;SEM GTIN;Inativo;1,0000; por UN
;CINTO ERGONOMICO DE SEGURANCA TAM P CLLIGHT DLR;000227;SEM GTIN;Inativo;1,0000; por UN
;COADOR TINTA AUTO DESC. UNIDADE;001028;SEM GTIN;Inativo;1,0000; por UN
;COLA ADES P/ FIXAR CUBA TEKBOND 380G;001042;7898472261899;Inativo;1,0000; por UN
;COLA ADES P/ FIXAR ESPELHO TEKBOND 389G;001041;7898472263664;Inativo;1,0000; por UN
;COLA ADES PU CIBRA CONSTRUCAO BR 400GR;001037;7898965442064;Inativo;1,0000; por UN
;COLA ADES PU CIBRA CONSTRUCAO CZ 400GR;000733;7898965442361;Inativo;1,0000; por UN
;COLA ADES PU 40 FIX TEK BR 387G/280ML;001040;7898472261912;Inativo;1,0000; por UN
;COLA BASTAO SILIC TEKBOND FINA UNIDADE;001062;SEM GTIN;Inativo;1,0000; por UN
;COLA BASTAO SILIC TEKBOND FINA 500G;001061;7898543384618;Inativo;1,0000; por UN
;COLA BASTAO SILIC TEKBOND GROSSA UNIDADE;001064;SEM GTIN;Inativo;1,0000; por UN
;COLA BASTAO SILIC TEKBOND GROSSA 1 KG;001063;7898543384663;Inativo;1,0000; por UN
;COLA MADEIRA TEKBOND 100GR;001074;7898472261769;Ativo;8,9000; por UN
;COLA RODAPE B. AGUA ARGATEX 5KG;000811;SEM GTIN;Inativo;1,0000; por UN
;COLA SELA CALHA CINZA POTE 500GR;001038;7898280880022;Ativo;24,9000; por UN
;COLA SILIC TEKBOND 256GR INCOLOR;001139;7898472259629;Ativo;31,9900; por UN
;COLA SILIC TEKBOND 280GR BRANCO;001161;SEM GTIN;Inativo;1,0000; por UN
;COLA SILIC TEKBOND 280GR PRETO;001039;7898904869525;Ativo;39,9900; por UN
;COLORANTE BI AZUL INORGANICO;002412;7891260377468;Inativo;1,0000; por UN
;COLORANTE BO AZUL;002410;7891260377512;Inativo;1,0000; por UN
;COLORANTE CB PRETO;002411;7891260377406;Inativo;1,0000; por UN
;COLORANTE GI VERDE OXIDO;002406;7891260377413;Inativo;1,0000; por UN
;COLORANTE GO VERDE;002409;7891260377475;Inativo;1,0000; por UN
;COLORANTE PR MAGENTA;002407;7891260377437;Inativo;1,0000; por UN
;COLORANTE RB VERMELHO;002414;7891260377390;Inativo;1,0000; por UN
;COLORANTE RI VERMELHO OXIDO;002415;7891260377444;Inativo;1,0000; por UN
;COLORANTE RY VERM ALARANJADO;002413;7891260377567;Inativo;1,0000; por UN
;COLORANTE WI BRANCO;002417;7891260377505;Inativo;1,0000; por UN
;COLORANTE YG AMARELO ESVERDEADO;002416;7891260377420;Inativo;1,0000; por UN
;COLORANTE YI AMARELO OXIDO;002405;7891260378465;Inativo;1,0000; por UN
;COLORANTE YM AMARELO;002408;7891260377499;Inativo;1,0000; por UN
;COLORANTE YR LARANJA;002356;7891260377451;Inativo;1,0000; por UN
;CORAL ACR RENOVA FOSCO 16L ;000339;7891019915132;Ativo;444,9000; por BD
;CORAL ACR SOL E CHUVA IMPER 18L PREMIUM;000343;SEM GTIN;Ativo;489,9900; por LA
;CORAL ACR SUPER LAVAVEL PM 18L - BRANCO GELO;000338;SEM GTIN;Inativo;1,0000; por LA
;CORAL CORA. SR ACET BRANCO 18L CORAL;000897;SEM GTIN;Inativo;448,9900; por LA
;CORAL CORALAR AC ECON. BRANCO BALDE PLAST 15L;001876;SEM GTIN;Inativo;169,9000; por BD
;CORAL CORALAR ACR + DESEMPENHO BRANCO 18L;001877;7891019138449;Ativo;249,9900; por LA
;CORAL CORALIT ULTRA PRETO ALTO BRILHO 3,6 LT;001975;7891019201853;Ativo;199,9900; por GL
;CORAL CORALIT ULTRA RESIST BR AZUL DEL REY 3,6 LT;000765;7891019202171;Ativo;200,0000; por GL
;CORAL CORALIT ULTRA RESIST BR AZUL FRANCA 3,6 LT;001358;7891019202324;Ativo;200,9900; por GL
;CORAL CORALIT ULTRA RESIST PRETO / FO  3,6 LT;000543;7891019203529;Ativo;200,0000; por GL
;CORAL ESM OURO ALTO BRILHO 900 ML SOLVENTE;000752;7891019172535;Inativo;1,0000; por QT
;CORAL FUNDO PREPARADOR BASE AGUA 3,6 LT;001087;SEM GTIN;Ativo;129,9900; por GL
;CORAL FUNDO PREPARADOR MADEIRA E METAL 900 ML AGUA;000722;SEM GTIN;Ativo;73,0900; por QT
;CORAL FUNDO PREPARADOR 18L;001100;SEM GTIN;Ativo;433,8400; por LA
;CORAL GRAFITE ESCURO 3,6 LT;000772;7891019201662;Ativo;159,5400; por GL
;CORAL MACTRA MANTA LIQUIDA BRANCA 18 KG VEDBEM;002574;7891019993772;Ativo;299,9900; por BD
;CORAL MASSA ACRILICA BALDE 5,7 KG;001974;7891019921263;Ativo;89,9900; por GL
;CORAL MASSA ACRILICA 1,5KG;000531;7891019105809;Ativo;3.680,0000; por QT
;CORAL MASSA ACRILICA- 25 KG;001070;SEM GTIN;Inativo;379,9900; por LA
;CORAL MASSA ACRILICA 25KG;000532;7891019915088;Ativo;294,2700; por LA
;CORAL MASSA CORRIDA PVA BALDE 5,7 KG;001973;7891019921256;Ativo;69,9900; por GL
;CORAL MASSA CORRIDA PVA 1.5 KG;000623;7891019105748;Ativo;28,7800; por QT
;CORAL MASSA CORRIDA PVA 25KG;000516;7891019915095;Ativo;119,9900; por LA
;CORAL PISO AMARELO DEM 18L;001071;SEM GTIN;Inativo;379,9900; por LA
;CORAL RENDE MUITO ACR. BRANCO BALDE 20 LT;001359;SEM GTIN;Inativo;449,9900; por BD
;CORAL RENDE MUITO BRANCO FOSCO 3,6L;000558;7891019101467;Ativo;149,9900; por GL
;CORAL RENDE MUITO BRANCO 0,9L;000620;7891019101474;Ativo;59,9900; por QT
;CORAL RENDE MUITO BRANCO 18L;000557;7891019101481;Ativo;449,9900; por LA
;CORAL RENOVA FOSCO BRANCO 3.2L;000437;7891019915217;Ativo;189,9900; por GL
;CORAL RENOVA TETO BANHEIRO & COZINHA BR 900LT;000640;7891019166343;Ativo;64,9900; por QT
;CORAL RENOVA TETO BANHEIRO & COZINHA FO 3,6 GL;000561;7891019166350;Ativo;199,9900; por GL
;CORAL SELADOR ACRILICO 18L 02.02.304;000539;7891019106035;Ativo;267,5300; por LA
;CORAL SPARLACK EXTRA MARITIMO BR NAT. INCOLOR 0,225L;001874;7891574012383;Ativo;27,2500; por QT
;CORAL VERNIZ ACRILICO INCOLOR 3,6L;000819;7891019104727;Ativo;114,9000; por GL
;CORAL WANDEPOXY MASSA BICOMP BRANCO 4.3KG;000636;7891019172825;Inativo;1,0000; por UN
;CORALAR ACR + DESEMPENHO BRANCO 3,6L;000982;7891019138456;Ativo;94,9900; por GL
;CORALAR ACR ROSA ACAI 18L - CORAL;000745;SEM GTIN;Inativo;259,9900; por LA
;CORALAR ACR ROSA ACAI 3,6L;000979;7891019169306;Ativo;89,9900; por GL
;CORALAR ACR RUBI 3,6L;000980;7891019169344;Ativo;89,9900; por GL
;CORALAR ACR VERDE KIWI 3,6L;000983;SEM GTIN;Inativo;1,0000; por GL
;CORALAR ACR VERDE LIMAO ACAI 18L - CORAL;000746;SEM GTIN;Inativo;259,9900; por LA
;CORALAR ACR VERDE LIMAO 3,6L;000981;7891019168590;Ativo;89,9900; por GL
;CORALIT AREIA ULTRA RES ALT BRI 3,6 L CORAL;000896;7891019203031;Ativo;1,0000; por GL
;CORALIT ESM ULTRA RESIST  BRANCO ALTO BRILHO 3,6L;001875;7891019201723;Ativo;184,2600; por GL
;CORALIT FDO ZARCAO PROFERRO 3,6 L - CORAL;000566;7891019201686;Inativo;1,0000; por UN
;CORALIT FOSCO BRANCO ULTRA RES 0,9L 02.03.600;000540;7891019203499;Ativo;42,9900; por QT
;CORALIT FOSCO BRANCO ULTRA RES 3,60 02.03.610;000541;7891019203482;Ativo;69,9900; por GL
;CORALIT FOSCO PRETO ULTRA RES 0,9L 02.03.605;000542;7891019203536;Ativo;42,9900; por QT
;CORALIT SR ACET BRANCO 0,9L 02.03.981;000544;7891019908318;Ativo;42,9900; por QT
;CORALIT SR BR AMARELO 0,9L CORAL;000886;SEM GTIN;Ativo;49,6000; por QT
;CORALIT SR BR AMARELO 3,6L CORAL;000704;SEM GTIN;Ativo;16.999,0000; por GL
;CORALIT SR BR AZUL MAR 3,6L CORAL;000994;SEM GTIN;Ativo;144,9900; por GL
;CORALIT SR BR BRANCO 0,9L CORAL;000545;7891019168804;Ativo;36,9000; por QT
;CORALIT SR BR BRANCO 3 L;002690;7891019920655;Ativo;159,9900; por GL
;CORALIT SR BR BRANCO 3,6L CORAL;000546;7891019168781;Ativo;119,9900; por GL
;CORALIT SR BR CINZA ESCURO 3,6L CORAL;000877;SEM GTIN;Ativo;139,9900; por GL
;CORALIT SR BR CINZA MEDIO 3,6L CORALIT;000690;SEM GTIN;Ativo;139,9900; por GL
;CORALIT SR BR MARROM CONHAQ 3,6L CORAL;000878;SEM GTIN;Ativo;139,9900; por GL
;CORALIT SR BR PLATINA 3,6L CORAL;000887;SEM GTIN;Ativo;159,9900; por GL
;CORALIT SR BR PRETO 0,900ML CORAL;000895;SEM GTIN;Ativo;44,9900; por QT
;CORALIT SR BR PRETO 3,6L CORAL;000894;SEM GTIN;Ativo;159,9900; por GL
;CORALIT SR BR VERDE LIMAO 3,6L CORAL;000995;SEM GTIN;Ativo;119,9900; por GL
;CORALIT SR BR VERMELHO 0,9L;000547;7891019168835;Ativo;42,9000; por QT
;CORALIT SR BR VERMELHO 3,6L CORAL;000548;7891019168798;Ativo;139,0000; por GL
;CORALIT TOTAL ACET BRANCO 0,9L;000549;7891019165162;Ativo;48,9000; por QT
;CORALIT TOTAL ACET BRANCO 3,6L;000550;7891019165155;Ativo;159,9900; por GL
;CORALIT TOTAL BR BRANCO 0,9L 02.03.915;000551;7891019164967;Ativo;38,9000; por QT
;CORALIT TOTAL BR BRANCO 3,6L;000552;7891019164950;Ativo;149,4500; por GL
;CORALIT UTRA RESIST AC CREME 3,2 L -  CORAL;000537;SEM GTIN;Ativo;118,9900; por GL
;CORTEX ECON. BRANCO 16 L;002602;9900000000646;Inativo;1,0000; por BD
;CORTEX ECON. BRANCO 16 LT;002463;7898907911573;Ativo;159,9900; por BD
;CORTEX ECON. BRANCO 18 LT;001369;7898907913638;Ativo;189,9900; por LA
;CORTEX ECON. BRANCO 3,6L;002707;7908896303430;Ativo;59,9900; por GL
;CORTEX ECON. CAMURCA 18 LT;001850;7898907913720;Ativo;189,9900; por LA
;CORTEX ECON. CAQUI 18 LT;001848;7898576315504;Ativo;189,9900; por LA
;CORTEX ECON. COR INOX 18 LT;001681;7898576317034;Ativo;189,9900; por LA
;CORTEX ECON. COR PALHA18 LT;001682;7898907913737;Ativo;189,9900; por LA
;CORTEX ECON. VERDE LIMAO 18 LT;001849;7898576315528;Ativo;189,9900; por LA
;CX FERR PLAST METASUL GRANDE 19,5 PT;001066;7898188092794;Inativo;1,0000; por UN
;CX FERR PLAST METASUL PEQ 12,5' PT;001067;7898188092664;Inativo;1,0000; por UN
;DECOR QUARTZO MICA;002772;9900000001308;Ativo;550,0000; por UN
;DECORA DIAMANTE BRANCO 18L;000553;7891019906888;Ativo;598,0000; por LA
;DECORA DIAMANTE BRANCO 3,6L;000554;7891019906925;Ativo;287,9900; por GL
;DECORA EFEITO CIMENTO QUEIMADO 4,1KG - CORAL;000321;SEM GTIN;Inativo;1,0000; por UN
;DECORA EFEITO CIMENTO QUEIMADO 4,1KG - MERGULHO SERENO - CORAL;000326;SEM GTIN;Inativo;1,0000; por UN
;DECORA EFEITO ESPECIAIS VELVET-NUAGE 2,1KG - CORAL;000327;SEM GTIN;Inativo;1,0000; por UN
;DECORA EFEITO MARMORE 3,9 KG - CORAL;000611;SEM GTIN;Inativo;1,0000; por UN
;DECORA MATE BRANCO 18 L - CORAL;000666;7891019907045;Ativo;650,0000; por LA
;DECORA MATE BRANCO 3,6L;000555;7891019907069;Ativo;199,9900; por GL
;DECORA SEDA BRANCO 18L CORAL;000556;7891019177189;Ativo;629,0000; por LA
;DECORA SEDA BRANCO 3,6L CORAL;000526;7891019177158;Ativo;247,9900; por GL
;DELTA MASC PFF1 S/VALVULA - PRO-AGRO;000911;7898554013910;Inativo;1,0000; por UN
;DESEMP ACO DENT MAX 12X25,5 CABO PLASTIC;000694;7898159701397;Inativo;1,0000; por UN
;DESEMP ACO INOX BEROX VERSAT 25CM COMPEL;000214;7897613524909;Inativo;1,0000; por UN
;DESEMP ACO INOX BEROX VERSAT 40CM COMPEL;000219;7897613524916;Inativo;1,0000; por UN
;DESEMP ACO INOX BEROX VERSAT 60CM COMPEL;000216;7897613524923;Inativo;1,0000; por UN
;DESEMP ACO LISA PACETTA C MAD 12X25,5;001169;7897157701361;Inativo;1,0000; por UN
;DESEMP ACO LISA THOMPSON C MAD;000814;7898011970961;Inativo;1,0000; por UN
;DESEMP GRAF 18CMX30CM CASTOR REF.327;001034;SEM GTIN;Inativo;1,0000; por UN
;DESEMPENADEIRA 143 RETANGULAR;000297;SEM GTIN;Inativo;1,0000; por UN
;DESEMPENADEIRA 153 CANTO ARREDONDADO;000296;SEM GTIN;Inativo;1,0000; por UN
;DESEMPENADEIRA 164 PLASTICA;000294;SEM GTIN;Inativo;1,0000; por UN
;DESEMPENADEIRA 165 PLASTICA;000295;SEM GTIN;Inativo;1,0000; por UN
;DESEMPENADEIRA 243 RETANGULAR GRANDE;000298;SEM GTIN;Inativo;1,0000; por UN
;DILUENTE EPOXI WANDA 0,900ML;000652;7891019174539;Inativo;1,0000; por UN
;DILUENTE EPOXI WANDA 5L;000635;7891019173228;Inativo;1,0000; por UN
;DILUENTE EPOXI 3005 900ML WEG;000595;7899125334540;Inativo;1,0000; por QT
;DILUENTE IND SINTETICO 5L PREMIUM;000319;SEM GTIN;Inativo;1,0000; por UN
;DILUENTE P/ RETHANE RENNER 3,6L;001022;SEM GTIN;Inativo;1,0000; por UN
;DILUENTE P/ REVRAN;001024;SEM GTIN;Inativo;1,0000; por GL
;DILUENTE PARA PERFORDUR 5L;000710;SEM GTIN;Inativo;1,0000; por GL
;DISCO DE CORTE 180X1,6X22,22 BNA12 AZUL;000912;7891345535707;Ativo;19,9900; por UN
;DISCO DE DESB 115X6,4X22,23 BDA600 CLAS;001160;7891345205563;Ativo;16,1500; por UN
;DISCO DE LIXA GIRAFA  80 MASSA  A257  225X0X8 CX C/10;002750;7891345508640;Ativo;10,9900; por UN
;DISCO DE LIXA GIRAFA 120 MASSA  A257  225X0X8 CX C/10;002749;7891345508749;Ativo;10,9900; por UN
;DISCO DE LIXA GIRAFA 150 MASSA  A257 225X0X8 CX C/10;002748;7891345508756;Ativo;10,9900; por UN
;DISCO DE LIXA GIRAFA 180  MASSA  A257 225X0X8 CX C/10;002747;7891345508763;Ativo;10,9900; por UN
;DISCO DE LIXA GIRAFA 220 MASSA  A257  225X0X8 CX C/10;002746;7891345508770;Ativo;10,9900; por UN
;DISCO DE LIXA 4.1/2 X GRAO 120 DIS-FLEX;000867;SEM GTIN;Ativo;3,9600; por UN
;DISCO DE LIXA 4.1/2 X GRAO 60 DIS-FLEX;000866;SEM GTIN;Ativo;3,9600; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO C/6 FUROS P 800;001969;SEM GTIN;Ativo;8,9800; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P100;002663;9900000000974;Ativo;19,9900; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P180;002664;9900000000981;Ativo;17,9900; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P36;001968;9900000000943;Ativo;25,9900; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P40;002661;9900000000950;Ativo;22,9900; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO C/8 FUROS P60;002662;9900000000967;Ativo;20,9900; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO S/ FUROS P 1000;001970;SEM GTIN;Ativo;8,9800; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO S/ FUROS P 1200;001971;SEM GTIN;Ativo;8,9800; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO S/ FUROS P 1500;001972;SEM GTIN;Ativo;8,9800; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 100 / 150;001827;SEM GTIN;Ativo;14,2100; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 120  / 150;001832;SEM GTIN;Ativo;17,0600; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 150 / 150;001824;SEM GTIN;Ativo;14,2100; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 180  / 150;001830;SEM GTIN;Ativo;14,2100; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 220  / 150;001828;SEM GTIN;Ativo;15,6400; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 320 / 150;001825;SEM GTIN;Ativo;14,2100; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 400  / 150;001829;SEM GTIN;Ativo;15,6400; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 600 / 150;001826;SEM GTIN;Ativo;15,6400; por UN
;DISCO LIXA C/ VELCRO 125MM GRAO 80  / 150;001831;SEM GTIN;Ativo;17,0600; por UN
;"DISCO LIXA DIAMANTADO PARA POLIMENTO 4"" - GRAO 3000 THOMPSON";002745;7898968528840;Ativo;25,9900; por UN
;DISCO LIXA MASSA C/VEL 8 FUR 220X225MM A-257 NORT ( NOVO );001286;SEM GTIN;Ativo;8,5600; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 024 - 8 FUROS -  THOMPSON";002744;17898968528861;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 036 - 8 FUROS -  THOMPSON";002743;17898968528878;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 040 - 8 FUROS -  THOMPSON";002742;17898968528885;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 060 - 8 FUROS -  THOMPSON";002741;17898968528892;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 080 - 8 FUROS -  THOMPSON";002740;17898968528908;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 100 - 8 FUROS -  THOMPSON";002739;17898968528915;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 120 - 8 FUROS -  THOMPSON";002738;17898968528922;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 150 - 8 FUROS -  THOMPSON";002737;17898968528939;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 5"" - GRAO 180 - 8 FUROS -  THOMPSON";002736;17898968528946;Ativo;17,9900; por UN
;"DISCO LIXA VELCRO 7"" - GRAO 180 - 8 FUROS -  THOMPSON";002735;17898011970173;Ativo;32,9900; por UN
;DISPLAY SPRAY - TEKBOND;001842;1114001090775;Inativo;1,0000; por UN
;DUREPOXI 100G;000489;7891200007899;Inativo;1,0000; por UN
;DUREPOXI 50GR;000490;7891200007929;Inativo;1,0000; por UN
;ECOPRIMER FR 1L - VIAPOL;001560;7899519915348;Inativo;1,0000; por UN
;ECOPRIMER GL 3,6L - VIAPOL;001562;7898055523079;Inativo;1,0000; por UN
;ECOPRIMER PARA MANTA 18L;000662;SEM GTIN;Inativo;1,0000; por UN
;ECOPRIMER PARA MANTA 3,6L;000668;SEM GTIN;Inativo;1,0000; por UN
;EF METALIZ SILVER2 0.80;002374;7891260382943;Inativo;1,0000; por UN
;EMBELEZA CERAMICA 0,9L CORAL;000527;7891019201631;Inativo;1,0000; por UN
;EMBELEZA CERAMICA 3,6L CORAL;000528;7891019201624;Inativo;1,0000; por UN
;END KP350 PARTE B LAZZURIL;000467;SEM GTIN;Inativo;1,0000; por UN
;EPOXI BRANCO 3,6L BRI B/SOLV KIT A+B GPC IND;000660;SEM GTIN;Inativo;1,0000; por UN
;EPOXI CLEAR HS BR CINZA N8 GELO COMP A GALAO WEG COD. 234;000697;SEM GTIN;Inativo;1,0000; por GL
;EPOXI ERD 322 DF S/B AZUL RAL 5007 COMP A GALAO;000998;SEM GTIN;Inativo;1,0000; por GL
;EPOXI ERD 322 DF S/B AZUL RAL 5010 COMP A GALAO;000997;SEM GTIN;Inativo;1,0000; por GL
;EPOXI ERD 322 DF S/B CINZA N6,5 COMP A GALAO;000593;7899125356467;Inativo;1,0000; por GL
;EPOXI ERD 322 DF S/B LARANJA SEG 2,5YR 6/14 COMP A GALAO;001018;SEM GTIN;Inativo;1,0000; por GL
